ID;GL_ITEM;GL_ITEM_NAME;BalanceInSQL;BalanceInPL;Difference;BalanceDate
334;7300;Interest-related income;151367,09;151367,09;0;2014-01-24 00:00:00.000
335;7500;Commission income documentary business;22962,83;22962,83;0;2014-01-24 00:00:00.000
336;7600;Commission income payments;127081,49;127066,88;14,61;2014-01-24 00:00:00.000
337;7650;Other commission incomes;290,06;290,06;0;2014-01-24 00:00:00.000
338;7700;Other operating income;738,28;738,28;0;2014-01-24 00:00:00.000
339;7850;Foreign exchange income;1520029,07;1520029,07;0;2014-01-24 00:00:00.000
340;7870;Securities income;0;0;0;2014-01-24 00:00:00.000
341;10;Cash box;-732,06;-732,06;0;2014-01-24 00:00:00.000
342;2500;Intangible assets;-135436,02;-135436,02;0;2014-01-24 00:00:00.000
343;2600;Fixed assets;-128381,1;-128381,1;0;2014-01-24 00:00:00.000
344;2850;Accrued income;-69945,16;-69945,16;0;2014-01-24 00:00:00.000
345;4110;Other liabilities;3700773,92;3700773,92;0;2014-01-24 00:00:00.000
346;4200;Deferred income;117610,52;117610,52;0;2014-01-24 00:00:00.000
347;4300;Provisions - taxes;817773,12;817773,12;0;2014-01-24 00:00:00.000
348;4350;Provisions - other;441678,71;441678,71;0;2014-01-24 00:00:00.000
349;5010;Interest payable banks;-2073355,05;-2073354,68;-0,37;2014-01-27 00:00:00.000
350;5100;Interest payable non-banks;-167369,17;-167369,17;0;2014-01-27 00:00:00.000
351;5500;Commission payable;-16529,11;-16529,11;0;2014-01-27 00:00:00.000
352;6000;Wages and salaries;-236060,87;-236060,87;0;2014-01-27 00:00:00.000
353;6100;Social contributions;-38500,02;-38500,02;0;2014-01-27 00:00:00.000
354;6150;Other personnel expenses;-9113,18;-9113,18;0;2014-01-27 00:00:00.000
355;6400;Depreciation of intangible and tangible assets;0;0;0;2014-01-27 00:00:00.000
356;6500;Room  maintenance costs and rental fees;-50007,25;-50007,25;0;2014-01-27 00:00:00.000
357;6600;Office operating costs;-30696,13;-30696,13;0;2014-01-27 00:00:00.000
358;6700;Administrative expenses;-35849,65;-35849,65;0;2014-01-27 00:00:00.000
359;6870;Security expenses;0;0;0;2014-01-27 00:00:00.000
360;6900;Taxes on income and profit;-575678,11;-575678,11;0;2014-01-27 00:00:00.000
361;6950;Other taxes;-8104,09;-8104,09;0;2014-01-27 00:00:00.000
362;7010;Interest income banks;1652090,62;1652444,01;-353,39;2014-01-27 00:00:00.000
363;7100;Interest income non-banks;1079815,97;1079815,97;0;2014-01-27 00:00:00.000
364;7210;Interest income floating rate securities;3528,75;3528,75;0;2014-01-27 00:00:00.000
365;7300;Interest-related income;157227,64;157227,64;0;2014-01-27 00:00:00.000
366;7500;Commission income documentary business;24530,9;24530,9;0;2014-01-27 00:00:00.000
367;7600;Commission income payments;149938,19;149938,19;0;2014-01-27 00:00:00.000
368;7650;Other commission incomes;290,06;290,06;0;2014-01-27 00:00:00.000
369;7700;Other operating income;814,24;814,24;0;2014-01-27 00:00:00.000
370;7850;Foreign exchange income;1649003,56;1649003,56;0;2014-01-27 00:00:00.000
371;7870;Securities income;0;0;0;2014-01-27 00:00:00.000
372;10;Cash box;-732,06;-732,06;0;2014-01-27 00:00:00.000
373;2500;Intangible assets;-135436,02;-135436,02;0;2014-01-27 00:00:00.000
374;2600;Fixed assets;-128381,1;-128381,1;0;2014-01-27 00:00:00.000
375;2850;Accrued income;-69956,86;-69956,86;0;2014-01-27 00:00:00.000
376;4110;Other liabilities;3669151,35;3669151,35;0;2014-01-27 00:00:00.000
377;4200;Deferred income;117868,81;117868,81;0;2014-01-27 00:00:00.000
378;4300;Provisions - taxes;817773,12;817773,12;0;2014-01-27 00:00:00.000
379;4350;Provisions - other;441678,71;441678,71;0;2014-01-27 00:00:00.000
380;5010;Interest payable banks;-2151332,61;-2151332,24;-0,37;2014-01-28 00:00:00.000
381;5100;Interest payable non-banks;-175706,69;-175706,69;0;2014-01-28 00:00:00.000
382;5500;Commission payable;-17625,9;-17625,9;0;2014-01-28 00:00:00.000
383;6000;Wages and salaries;-236060,87;-236060,87;0;2014-01-28 00:00:00.000
384;6100;Social contributions;-38490,39;-38490,39;0;2014-01-28 00:00:00.000
385;6150;Other personnel expenses;-9113,18;-9113,18;0;2014-01-28 00:00:00.000
386;6400;Depreciation of intangible and tangible assets;0;0;0;2014-01-28 00:00:00.000
387;6500;Room  maintenance costs and rental fees;-52782,44;-52782,44;0;2014-01-28 00:00:00.000
388;6600;Office operating costs;-31161,06;-31161,06;0;2014-01-28 00:00:00.000
389;6700;Administrative expenses;-36768,31;-36768,31;0;2014-01-28 00:00:00.000
390;6870;Security expenses;0;0;0;2014-01-28 00:00:00.000
391;6900;Taxes on income and profit;-575678,11;-575678,11;0;2014-01-28 00:00:00.000
392;6950;Other taxes;-14698,72;-14698,72;0;2014-01-28 00:00:00.000
393;7010;Interest income banks;1722814,97;1723168,14;-353,17;2014-01-28 00:00:00.000
394;7100;Interest income non-banks;1112359,24;1112359,24;0;2014-01-28 00:00:00.000
395;7210;Interest income floating rate securities;3659,45;3659,45;0;2014-01-28 00:00:00.000
396;7300;Interest-related income;157138,86;157138,86;0;2014-01-28 00:00:00.000
397;7500;Commission income documentary business;25547,11;25547,11;0;2014-01-28 00:00:00.000
398;7600;Commission income payments;159407,39;159407,39;0;2014-01-28 00:00:00.000
399;7650;Other commission incomes;290,06;290,06;0;2014-01-28 00:00:00.000
400;7700;Other operating income;813,98;813,98;0;2014-01-28 00:00:00.000
401;7850;Foreign exchange income;1709943,41;1709943,41;0;2014-01-28 00:00:00.000
402;7870;Securities income;0;0;0;2014-01-28 00:00:00.000
403;10;Cash box;-732,06;-732,06;0;2014-01-28 00:00:00.000
404;2500;Intangible assets;-135436,02;-135436,02;0;2014-01-28 00:00:00.000
405;2600;Fixed assets;-131777,95;-131777,95;0;2014-01-28 00:00:00.000
406;2850;Accrued income;-100506,24;-100506,24;0;2014-01-28 00:00:00.000
407;4110;Other liabilities;3456741,49;3456741,49;0;2014-01-28 00:00:00.000
408;4200;Deferred income;117799,82;117799,82;0;2014-01-28 00:00:00.000
409;4300;Provisions - taxes;817773,12;817773,12;0;2014-01-28 00:00:00.000
410;4350;Provisions - other;441678,71;441678,71;0;2014-01-28 00:00:00.000
411;5010;Interest payable banks;-2234024,77;-2234024,4;-0,37;2014-01-29 00:00:00.000
412;5100;Interest payable non-banks;-178266,37;-178266,37;0;2014-01-29 00:00:00.000
413;5500;Commission payable;-17637,04;-17637,04;0;2014-01-29 00:00:00.000
414;6000;Wages and salaries;-236060,87;-236060,87;0;2014-01-29 00:00:00.000
415;6100;Social contributions;-38500,02;-38500,02;0;2014-01-29 00:00:00.000
416;6150;Other personnel expenses;-9113,18;-9113,18;0;2014-01-29 00:00:00.000
417;6400;Depreciation of intangible and tangible assets;0;0;0;2014-01-29 00:00:00.000
418;6500;Room  maintenance costs and rental fees;-52790,81;-52790,81;0;2014-01-29 00:00:00.000
419;6600;Office operating costs;-36314,95;-36314,95;0;2014-01-29 00:00:00.000
420;6700;Administrative expenses;-39262,86;-39262,86;0;2014-01-29 00:00:00.000
421;6870;Security expenses;0;0;0;2014-01-29 00:00:00.000
422;6900;Taxes on income and profit;-575678,11;-575678,11;0;2014-01-29 00:00:00.000
423;6950;Other taxes;-14763,16;-14763,16;0;2014-01-29 00:00:00.000
424;7010;Interest income banks;1796535,15;1796889,07;-353,92;2014-01-29 00:00:00.000
425;7100;Interest income non-banks;1145935,41;1145935,41;0;2014-01-29 00:00:00.000
426;7210;Interest income floating rate securities;3790,14;3790,14;0;2014-01-29 00:00:00.000
427;7300;Interest-related income;157461,22;157461,22;0;2014-01-29 00:00:00.000
428;7500;Commission income documentary business;28494,55;28494,55;0;2014-01-29 00:00:00.000
429;7600;Commission income payments;166023,59;166023,59;0;2014-01-29 00:00:00.000
430;7650;Other commission incomes;290,06;290,06;0;2014-01-29 00:00:00.000
431;7700;Other operating income;814,91;814,91;0;2014-01-29 00:00:00.000
432;7850;Foreign exchange income;1751704,31;1751704,31;0;2014-01-29 00:00:00.000
433;7870;Securities income;0;0;0;2014-01-29 00:00:00.000
434;10;Cash box;-732,06;-732,06;0;2014-01-29 00:00:00.000
435;2500;Intangible assets;-135436,02;-135436,02;0;2014-01-29 00:00:00.000
436;2600;Fixed assets;-131777,95;-131777,95;0;2014-01-29 00:00:00.000
437;2850;Accrued income;-100517,58;-100517,58;0;2014-01-29 00:00:00.000
438;4110;Other liabilities;3668694,47;3668694,47;0;2014-01-29 00:00:00.000
439;4200;Deferred income;118050,3;118050,3;0;2014-01-29 00:00:00.000
440;4300;Provisions - taxes;817773,12;817773,12;0;2014-01-29 00:00:00.000
441;4350;Provisions - other;441678,71;441678,71;0;2014-01-29 00:00:00.000
442;5010;Interest payable banks;-2314814,82;-2314814,45;-0,37;2014-01-30 00:00:00.000
443;5100;Interest payable non-banks;-180826,05;-180826,05;0;2014-01-30 00:00:00.000
444;5500;Commission payable;-20160,22;-20160,22;0;2014-01-30 00:00:00.000
445;6000;Wages and salaries;-236060,87;-236060,87;0;2014-01-30 00:00:00.000
446;6100;Social contributions;-38548,42;-38548,42;0;2014-01-30 00:00:00.000
447;6150;Other personnel expenses;-9113,18;-9113,18;0;2014-01-30 00:00:00.000
448;6400;Depreciation of intangible and tangible assets;0;0;0;2014-01-30 00:00:00.000
449;6500;Room  maintenance costs and rental fees;-52806,49;-52806,49;0;2014-01-30 00:00:00.000
450;6600;Office operating costs;-36314,95;-36314,95;0;2014-01-30 00:00:00.000
451;6700;Administrative expenses;-39596,18;-39596,18;0;2014-01-30 00:00:00.000
452;6870;Security expenses;0;0;0;2014-01-30 00:00:00.000
453;6900;Taxes on income and profit;-575678,11;-575678,11;0;2014-01-30 00:00:00.000
454;6950;Other taxes;-15244,29;-15244,29;0;2014-01-30 00:00:00.000
455;7010;Interest income banks;1864471,78;1864827,1;-355,32;2014-01-30 00:00:00.000
456;7100;Interest income non-banks;1180127,93;1180127,93;0;2014-01-30 00:00:00.000
457;7210;Interest income floating rate securities;3889,26;3889,26;0;2014-01-30 00:00:00.000
458;7300;Interest-related income;162430,75;162430,75;0;2014-01-30 00:00:00.000
459;7500;Commission income documentary business;30256,12;30256,11;0,01;2014-01-30 00:00:00.000
460;7600;Commission income payments;168006,49;168006,48;0,01;2014-01-30 00:00:00.000
461;7650;Other commission incomes;290,06;290,06;0;2014-01-30 00:00:00.000
462;7700;Other operating income;1038,88;1038,88;0;2014-01-30 00:00:00.000
463;7850;Foreign exchange income;1785214,15;1785214,15;0;2014-01-30 00:00:00.000
464;7870;Securities income;13500;13500;0;2014-01-30 00:00:00.000
465;10;Cash box;-732,06;-732,06;0;2014-01-30 00:00:00.000
466;2500;Intangible assets;-135436,02;-135436,02;0;2014-01-30 00:00:00.000
467;2600;Fixed assets;-131777,95;-131777,95;0;2014-01-30 00:00:00.000
468;2850;Accrued income;-100538,82;-100538,82;0;2014-01-30 00:00:00.000
469;4110;Other liabilities;3883746;3883746;0;2014-01-30 00:00:00.000
470;4200;Deferred income;118519,54;118519,54;0;2014-01-30 00:00:00.000
471;4300;Provisions - taxes;817773,12;817773,12;0;2014-01-30 00:00:00.000
472;4350;Provisions - other;441678,71;441678,71;0;2014-01-30 00:00:00.000
473;5010;Interest payable banks;-2396906,57;-2396906,2;-0,37;2014-01-31 00:00:00.000
474;5100;Interest payable non-banks;-183385,76;-183385,76;0;2014-01-31 00:00:00.000
475;5500;Commission payable;-35799,08;-35799,08;0;2014-01-31 00:00:00.000
476;6000;Wages and salaries;-246060,87;-246060,87;0;2014-01-31 00:00:00.000
477;6100;Social contributions;-38606,46;-38606,46;0;2014-01-31 00:00:00.000
478;6150;Other personnel expenses;-9113,18;-9113,18;0;2014-01-31 00:00:00.000
479;6400;Depreciation of intangible and tangible assets;-9801,8;-9801,8;0;2014-01-31 00:00:00.000
480;6500;Room  maintenance costs and rental fees;-53827,6;-53827,6;0;2014-01-31 00:00:00.000
481;6600;Office operating costs;-39005,64;-39005,64;0;2014-01-31 00:00:00.000
482;6700;Administrative expenses;-79281,16;-79281,16;0;2014-01-31 00:00:00.000
483;6870;Security expenses;0;0;0;2014-01-31 00:00:00.000
484;6900;Taxes on income and profit;-770154,28;-770154,28;0;2014-01-31 00:00:00.000
485;6950;Other taxes;-15296,46;-15296,46;0;2014-01-31 00:00:00.000
486;7010;Interest income banks;1935285,28;1935642,5;-357,22;2014-01-31 00:00:00.000
487;7100;Interest income non-banks;1215927,67;1215927,67;0;2014-01-31 00:00:00.000
488;7210;Interest income floating rate securities;3988,36;3988,36;0;2014-01-31 00:00:00.000
489;7300;Interest-related income;163246,81;163246,81;0;2014-01-31 00:00:00.000
490;7500;Commission income documentary business;35594,52;30192,31;5402,21;2014-01-31 00:00:00.000
491;7600;Commission income payments;182478,2;182478,2;0;2014-01-31 00:00:00.000
492;7650;Other commission incomes;290,06;290,06;0;2014-01-31 00:00:00.000
493;7700;Other operating income;1338,03;1042,02;296,01;2014-01-31 00:00:00.000
494;7850;Foreign exchange income;1785569,1;1785569,1;0;2014-01-31 00:00:00.000
495;7870;Securities income;13500;13500;0;2014-01-31 00:00:00.000
496;10;Cash box;-732,06;-732,06;0;2014-01-31 00:00:00.000
497;2500;Intangible assets;-131357,65;-131357,65;0;2014-01-31 00:00:00.000
498;2600;Fixed assets;-126054,52;-126054,52;0;2014-01-31 00:00:00.000
499;2850;Accrued income;-100567,42;-100567,42;0;2014-01-31 00:00:00.000
500;4110;Other liabilities;4268637,06;4268637,06;0;2014-01-31 00:00:00.000
501;4200;Deferred income;119151,04;119151,04;0;2014-01-31 00:00:00.000
502;4300;Provisions - taxes;914094,62;914094,62;0;2014-01-31 00:00:00.000
503;4350;Provisions - other;491171,54;491171,54;0;2014-01-31 00:00:00.000
504;5010;Interest payable banks;-2435257,42;-2435257,05;-0,37;2014-02-01 00:00:00.000
505;5100;Interest payable non-banks;-188505,19;-188505,19;0;2014-02-01 00:00:00.000
506;5500;Commission payable;-35799,08;-35799,08;0;2014-02-01 00:00:00.000
507;6000;Wages and salaries;-246060,87;-246060,87;0;2014-02-01 00:00:00.000
508;6100;Social contributions;-38606,46;-38606,46;0;2014-02-01 00:00:00.000
509;6150;Other personnel expenses;-9113,18;-9113,18;0;2014-02-01 00:00:00.000
510;6400;Depreciation of intangible and tangible assets;-9801,8;-9801,8;0;2014-02-01 00:00:00.000
511;6500;Room  maintenance costs and rental fees;-53827,6;-53827,6;0;2014-02-01 00:00:00.000
512;6600;Office operating costs;-39005,64;-39005,64;0;2014-02-01 00:00:00.000
513;6700;Administrative expenses;-79281,16;-79281,16;0;2014-02-01 00:00:00.000
514;6870;Security expenses;0;0;0;2014-02-01 00:00:00.000
515;6900;Taxes on income and profit;-770154,28;-770154,28;0;2014-02-01 00:00:00.000
516;6950;Other taxes;-15296,46;-15296,46;0;2014-02-01 00:00:00.000
517;7010;Interest income banks;2049416,65;2049773,87;-357,22;2014-02-01 00:00:00.000
518;7100;Interest income non-banks;1279558,5;1279558,5;0;2014-02-01 00:00:00.000
519;7210;Interest income floating rate securities;3988,36;3988,36;0;2014-02-01 00:00:00.000
520;7300;Interest-related income;163246,81;163246,81;0;2014-02-01 00:00:00.000
521;7500;Commission income documentary business;35594,52;30192,31;5402,21;2014-02-01 00:00:00.000
522;7600;Commission income payments;182478,2;182478,2;0;2014-02-01 00:00:00.000
523;7650;Other commission incomes;290,06;290,06;0;2014-02-01 00:00:00.000
524;7700;Other operating income;1338,03;1042,02;296,01;2014-02-01 00:00:00.000
525;7850;Foreign exchange income;1785569,1;1785569,1;0;2014-02-01 00:00:00.000
526;7870;Securities income;13500;13500;0;2014-02-01 00:00:00.000
527;10;Cash box;-732,06;-732,06;0;2014-02-01 00:00:00.000
528;2500;Intangible assets;-131357,65;-131357,65;0;2014-02-01 00:00:00.000
529;2600;Fixed assets;-126054,52;-126054,52;0;2014-02-01 00:00:00.000
530;2850;Accrued income;-100567,42;-100567,42;0;2014-02-01 00:00:00.000
531;4110;Other liabilities;4268637,06;4268637,06;0;2014-02-01 00:00:00.000
532;4200;Deferred income;119151,04;119151,04;0;2014-02-01 00:00:00.000
533;4300;Provisions - taxes;914094,62;914094,62;0;2014-02-01 00:00:00.000
534;4350;Provisions - other;491171,54;491171,54;0;2014-02-01 00:00:00.000
535;5010;Interest payable banks;-2610228,72;-2610228,35;-0,37;2014-02-03 00:00:00.000
536;5100;Interest payable non-banks;-191064,85;-191064,85;0;2014-02-03 00:00:00.000
537;5500;Commission payable;-35945,33;-35945,33;0;2014-02-03 00:00:00.000
538;6000;Wages and salaries;-246060,87;-246060,87;0;2014-02-03 00:00:00.000
539;6100;Social contributions;-38606,46;-38606,46;0;2014-02-03 00:00:00.000
540;6150;Other personnel expenses;-9113,18;-9113,18;0;2014-02-03 00:00:00.000
541;6400;Depreciation of intangible and tangible assets;-9801,8;-9801,8;0;2014-02-03 00:00:00.000
542;6500;Room  maintenance costs and rental fees;-89386,52;-89386,52;0;2014-02-03 00:00:00.000
543;6600;Office operating costs;-39086,94;-39086,94;0;2014-02-03 00:00:00.000
544;6700;Administrative expenses;-79281,16;-79281,16;0;2014-02-03 00:00:00.000
545;6870;Security expenses;0;0;0;2014-02-03 00:00:00.000
546;6900;Taxes on income and profit;-770154,28;-770154,28;0;2014-02-03 00:00:00.000
547;6950;Other taxes;-15674,47;-15674,47;0;2014-02-03 00:00:00.000
548;7010;Interest income banks;2155040,66;2155398,37;-357,71;2014-02-03 00:00:00.000
549;7100;Interest income non-banks;1311454,45;1311454,45;0;2014-02-03 00:00:00.000
550;7210;Interest income floating rate securities;4293,26;4293,26;0;2014-02-03 00:00:00.000
551;7300;Interest-related income;163246,81;163246,81;0;2014-02-03 00:00:00.000
552;7500;Commission income documentary business;36031,72;36031,72;0;2014-02-03 00:00:00.000
553;7600;Commission income payments;182773,2;182773,2;0;2014-02-03 00:00:00.000
554;7650;Other commission incomes;290,06;290,06;0;2014-02-03 00:00:00.000
555;7700;Other operating income;1338,43;1338,43;0;2014-02-03 00:00:00.000
556;7850;Foreign exchange income;1793675,11;1793675,11;0;2014-02-03 00:00:00.000
557;7870;Securities income;13500;13500;0;2014-02-03 00:00:00.000
558;10;Cash box;-649,56;-649,56;0;2014-02-03 00:00:00.000
559;2500;Intangible assets;-131357,65;-131357,65;0;2014-02-03 00:00:00.000
560;2600;Fixed assets;-126054,52;-126054,52;0;2014-02-03 00:00:00.000
561;2850;Accrued income;-89106,7;-89106,7;0;2014-02-03 00:00:00.000
562;4110;Other liabilities;4332492,38;4332492,38;0;2014-02-03 00:00:00.000
563;4200;Deferred income;119309,97;119309,97;0;2014-02-03 00:00:00.000
564;4300;Provisions - taxes;914094,62;914094,62;0;2014-02-03 00:00:00.000
565;4350;Provisions - other;491171,54;491171,54;0;2014-02-03 00:00:00.000
566;5010;Interest payable banks;-2680285,5;-2680285,13;-0,37;2014-02-04 00:00:00.000
567;5100;Interest payable non-banks;-193624,56;-193624,56;0;2014-02-04 00:00:00.000
568;5500;Commission payable;-36015,12;-36015,12;0;2014-02-04 00:00:00.000
569;6000;Wages and salaries;-246060,87;-246060,87;0;2014-02-04 00:00:00.000
570;6100;Social contributions;-38606,46;-38606,46;0;2014-02-04 00:00:00.000
571;6150;Other personnel expenses;-9113,18;-9113,18;0;2014-02-04 00:00:00.000
572;6400;Depreciation of intangible and tangible assets;-9801,8;-9801,8;0;2014-02-04 00:00:00.000
573;6500;Room  maintenance costs and rental fees;-91335,06;-91335,06;0;2014-02-04 00:00:00.000
574;6600;Office operating costs;-44818,68;-44818,68;0;2014-02-04 00:00:00.000
575;6700;Administrative expenses;-79302,01;-79302,01;0;2014-02-04 00:00:00.000
576;6870;Security expenses;0;0;0;2014-02-04 00:00:00.000
577;6900;Taxes on income and profit;-770154,28;-770154,28;0;2014-02-04 00:00:00.000
578;6950;Other taxes;-16941,57;-16941,57;0;2014-02-04 00:00:00.000
579;7010;Interest income banks;2215929,26;2216286,39;-357,13;2014-02-04 00:00:00.000
580;7100;Interest income non-banks;1343166,81;1343166,81;0;2014-02-04 00:00:00.000
581;7210;Interest income floating rate securities;4399,93;4399,93;0;2014-02-04 00:00:00.000
